id,AIFM1,BCLAF1,BDP1,CENPH (64946),CENPI (2491),CTPS1 (1503),FAM50A (9130),FDPS (2224),GAGE2A (729447),GEMIN8 (54960),GJA3 (2700),KDM2A (22992),KIF4A (24137),KLC2 (64837),LAS1L (81887),MBTPS2 (51360),MED12 (9968),MED14 (9282),POLA1 (5422),PSMC1 (5700),RBMX2 (51634),RPL39 (6170),SGF29 (112869),SIN3A (25942),SNAP23 (8773),STIL (6491),TEX10 (54881),TGS1 (96764)
ACH-000605,-1.576455945,-1.103221673,-0.689262878,-1.162180654,-1.029662845,-0.77675529,-0.296539732,-0.491988185,-0.719239152,-1.176576949,-0.810363245,-0.558877961,-0.474458107,-0.694436513,-1.262895557,-1.2588853,-0.636822084,-1.136142334,-1.100514943,-0.708789992,-1.081262459,-0.902156897,-0.895786797,-0.918205597,-1.285937125,-0.816256944,-1.080258519,-0.4366204
ACH-000606,-1.393443766,-0.920580612,-0.752970862,-0.751097554,-0.974788688,-0.553266363,-0.527379534,-0.565456811,-0.725827628,-0.816162854,-0.634935082,-0.680837789,-0.31928122,-0.984179274,-1.009264706,-0.788422522,-0.746835055,-0.961269553,-1.094059098,-0.67801925,-0.993035529,-0.761787432,-0.53547009,-0.887083043,-0.994605525,-0.834932812,-0.911922205,-0.636434205
ACH-000608,-0.509405096,-0.484962049,-1.069995849,-1.137583797,-1.017360281,-1.212850217,-1.613985251,-1.398970458,-0.789178105,-0.51118302,-1.349161047,-0.145409859,-0.392782869,-0.935706671,-0.762205542,-0.995273082,-0.958463132,-0.961220015,-1.502635408,-1.088005788,-1.034870559,-0.758444052,-1.023436673,-0.841655089,-0.889041605,-0.34329174,-0.946071473,-0.968397122
ACH-000614,-0.807356755,-0.637909769,-0.683312554,-0.535391442,-0.515685748,-1.230888989,-0.756834479,-0.662775103,-0.960111448,-0.908657107,-1.080063344,-0.610437957,-1.602566983,-1.153314248,-0.89197883,-1.269281532,-1.256720013,-0.817198501,-1.286130714,-0.762581301,-0.810625567,-1.073447438,-0.311817645,-0.61921143,-0.632453006,-0.791556105,-0.877750665,-0.58200986
ACH-000616,-0.934742157,-0.52507151,-0.973746323,-0.654327347,-0.635665056,-1.27972234,-1.425240571,-0.811655096,-0.787563874,-1.182195368,-0.802353773,-0.853672799,-1.024627269,-0.658227122,-0.872549603,-1.000893115,-0.828651348,-1.080835483,-1.068419177,-0.581402271,-0.654635941,-1.019363673,-0.885685273,-0.753829743,-0.983950312,-0.624177988,-0.735809283,-0.880204724
ACH-000618,-1.018465794,-0.659573827,-1.206057103,-1.098656222,-0.907761135,-0.953993392,-0.160488702,-0.830353056,-0.73856984,-0.877578194,-0.681300093,-0.667516043,-0.185424074,-0.957614355,-1.029606998,-1.017076583,-0.439171495,-1.149050565,-0.986749769,-0.797774968,-0.757391104,-0.767941881,-0.295072279,-0.758494803,-1.302250519,-0.944526142,-0.7951548,-1.176448849
ACH-000619,-0.775778306,-0.939224253,-0.830418681,-0.546517244,-0.673936441,-0.848191763,-0.478972133,-0.925598824,-0.769843748,-0.881436563,-0.623009098,-1.002527954,-0.582420069,-1.044341105,-1.07128889,-0.872452392,-0.944144385,-1.035780402,-1.081735037,-0.691287885,-0.930837791,-0.44903518,-0.432054572,-0.939055914,-1.264311279,-0.678585053,-0.700465855,-0.706682684
ACH-000620,-1.31734353,-0.944242417,-0.406612614,-0.745773194,-0.794858198,-1.305169712,-0.655588375,-0.911593437,-0.694906388,-0.838866469,-0.871734173,-0.808449763,-1.22718506,-0.777194976,-0.830376415,-1.068899791,-1.143376032,-1.119623876,-0.888392704,-0.976368708,-0.962191628,-0.771876118,-1.251035476,-1.074775504,-0.29198306,-0.940099332,-0.698296579,-0.663923341
ACH-000621,-0.470590708,-1.015776722,-0.700024948,-0.78066983,-0.943479693,-0.825646492,-0.731180011,-0.667000306,-0.69733142,-0.770640389,-0.865000563,-1.662398986,-1.569911422,-0.820317385,-0.466546605,-0.997800463,-0.488828484,-0.606053372,-0.820933578,-0.911553703,-0.675504214,-0.870043499,-0.844442076,-1.030808422,-0.15750585,-0.533727305,-0.497259379,-0.752996473
ACH-000622,-0.680333556,-0.761180062,-1.393707751,-1.355396516,-0.768077914,-0.845376106,-1.713599048,-0.686852189,-0.681106666,-0.648159983,-1.147847985,-0.998868323,-0.435722258,-0.80653572,-0.68123961,-0.521926532,-1.370718187,-1.31830817,-1.158866811,-1.101786115,-0.979789714,-0.865416829,-0.989388559,-0.91594103,-0.268749931,-0.382283233,-0.780826671,-0.884283005
ACH-000623,-0.655162862,-0.783154628,-0.602513283,-0.577924352,-0.592683215,-0.598573766,-1.17615318,-0.508803886,-0.760437742,-0.872494536,-0.823137019,-0.420474345,-1.183402107,-0.689748685,-0.703486424,-0.706125649,0.006793731,-0.926844589,-0.919983919,-0.819447565,-0.792680313,-0.952675636,0.76258063,-0.503968101,-1.043973694,-0.381657189,-0.536906331,-0.821639676
ACH-000624,-1.028116619,-0.808975457,-0.710974627,-0.952658479,-0.935383516,-1.520844407,-0.274639083,-1.346298884,-0.680110547,-0.964856746,-0.908542421,-0.236956903,-0.512535993,-0.807674709,-0.943468319,-1.08924735,-1.115162334,-1.192926032,-1.214313612,-0.928780162,-1.171901864,-0.899828261,-0.884880289,-0.774721522,-0.95913803,-0.948014738,-0.884490593,-0.881214762
ACH-000627,-0.601760266,-0.689883805,-0.722296525,-0.608295364,-0.653282565,-1.182334962,-1.046050725,-1.405053974,-0.782950384,-0.566733405,-0.775665194,-0.433819796,-1.192772775,-0.973146146,-1.005968344,-1.043632383,-0.838534509,-0.487681283,-0.710111266,-0.726016036,-0.931614971,-1.113623615,-0.908439789,-0.648235883,-0.987601427,-0.745407665,-0.716079605,-0.619609366
ACH-000630,-0.797462692,-0.661826771,-0.870189741,-0.656225253,-0.506513134,-0.613761009,-0.524364243,-1.175635036,-0.877187101,-0.527768787,-0.554010199,-0.998528475,-1.416801558,-0.848660129,-0.851198527,-1.021826345,-0.235308443,-0.70517151,-0.678981593,-0.546661653,-0.882697867,-0.808274346,-0.382429178,-0.917514767,-1.440419095,-0.9902487,-0.830316159,-0.840422732
ACH-000632,NA,-0.543354756,-0.799303967,-0.860005299,NA,-0.652622734,NA,-0.651964211,NA,NA,-0.93717562,-0.82053682,NA,-0.728065523,NA,NA,NA,NA,NA,-0.732675322,NA,NA,-0.882299233,-0.930028592,-0.755119245,-0.618806781,-0.664688013,-0.756837062
ACH-000633,-1.556027582,-0.614446751,-0.653498417,-0.46839717,-0.627692988,-0.622477858,-0.321116364,-1.291535043,-0.585126036,-0.521147313,-0.983321138,-1.351689216,-1.117261515,-0.894116569,-0.817722618,-0.732086163,-0.65122091,-0.550670025,-0.77249466,-0.917498372,-0.875140307,-0.418527171,-0.334874741,-0.959752745,-0.42351968,-0.76293377,-0.565162064,-0.656889857
ACH-000637,-1.126336798,-1.139672278,-0.704333664,-0.677608232,-0.548850204,-0.43658477,-1.887520447,-0.448740566,-0.695809662,-0.988955996,-0.48433852,-0.529282156,-0.812238906,-1.034045251,-1.162128278,-0.999482223,-1.327597563,-1.396404285,-1.151157602,-0.451841826,-0.789120491,-0.842009168,-1.33141631,-0.547401252,-0.351350357,-0.994496485,-0.90384639,-0.514327722
ACH-000638,-0.753784775,-1.135592543,-0.701759042,-0.927114897,-0.409946279,-1.176536036,-0.540874873,-0.846890678,-0.717055671,-0.906697155,-0.68095543,-0.758063205,-0.728599617,-0.820292411,-1.065948525,-1.075309701,-0.604559175,-0.972141708,-0.880944892,-0.653525997,-0.834807426,-0.534602536,-0.747053445,-0.984286525,-0.91536261,-0.815054464,-0.767714339,-0.888752047
ACH-000639,-1.21270982,-0.931447539,-0.984957455,-0.93923007,-0.764379267,-0.539064137,-0.342296362,-1.300278726,-0.689196349,-0.884399469,-0.916057479,-1.03848188,-0.491352011,-0.774341277,-0.763482525,-1.128136969,-0.819937501,-0.885821949,-0.917635115,-0.742463208,-1.087452041,-0.706469024,-0.841003603,-1.070802977,-0.348173617,-0.880511081,-1.062089532,-0.898043231
ACH-000646,-1.053526171,-0.486572005,-0.638383182,-0.840911768,-1.051193655,-0.57934184,-1.922266319,-0.532785287,-0.770794853,-0.836334472,-0.657812514,-0.745624058,-0.997749892,-0.601760835,-0.709434128,-0.781045358,-1.032392353,-1.627330589,-1.166119299,-1.101565467,-0.948076641,-0.836493694,-1.089058804,-1.049122875,-1.942411154,-0.504957148,-1.125426615,-1.039613106
ACH-000647,-0.389652473,-0.543699683,-0.855287318,-0.902852067,-0.669207338,-1.188942476,-0.489445007,-0.697441486,-0.812439727,-1.130148968,-0.648744729,-0.463883872,-1.103603564,-1.05965605,-0.852203823,-1.030905914,-0.894754992,-1.163574849,-1.089104666,-0.952666567,-0.889851975,-1.106446238,-1.014781083,-0.313587468,-0.211504061,-0.72483402,-0.714319354,-0.555616342
ACH-000648,-1.264139589,-0.851211835,-0.552775667,-0.460967035,-0.610409266,-0.830408576,-1.388925046,-0.51698488,-0.709937164,-0.599774511,-0.825711554,-1.145430855,-0.481358,-0.546816515,-1.059700873,-0.732669697,-0.404911926,-1.07623,-0.822788531,-0.741176297,-0.773085096,-0.974009588,-0.864274219,-0.445486979,-1.060751898,-0.925715029,-0.843641504,-0.743549206
ACH-000649,-1.440436799,-0.691663167,-0.982036058,-0.73704352,-0.379751045,-0.662493896,-0.43401459,-1.061854702,-0.74842177,-0.743783113,-0.891249913,-0.530213533,-0.644266788,-0.788982703,-1.090002286,-0.993624378,-1.02393661,-0.653165562,-0.926131839,-0.656177599,-0.920741057,-0.75577927,-0.874748403,-0.785455539,-0.506086363,-0.661488183,-0.626336662,-0.608434545
ACH-000651,-1.171319845,-0.743236503,-0.531459552,-0.595549005,-0.496567124,-0.998594584,-1.238514916,-0.429590111,-0.757820889,-0.800624016,-0.607859305,-0.468855192,-0.091212428,-0.664838243,-0.798607808,-0.701095119,-0.675351683,-0.758980653,-0.827484029,-0.869375729,-0.699422402,-0.588841175,-0.461042135,-0.742378536,-0.177764159,-0.773954114,-0.858340599,-1.063764119
ACH-000652,-1.224132342,-0.978920578,-0.591755443,-0.617197754,-0.637592047,-1.028026502,-1.040850604,-0.669592271,-0.773356031,-0.566055101,-0.685787646,-0.622661147,-1.084733025,-0.844624364,-1.061964637,-0.695686811,-1.229795968,-1.002778927,-0.717928798,-0.874455427,-0.925304195,-0.704980898,-0.903695926,-0.664111213,-0.763474531,-0.412016184,-0.785412554,-0.694154804
ACH-000653,-0.831983073,-0.7389442,-1.034808513,-0.46310552,-0.951530281,-1.295713705,-1.163862003,-1.098449044,-0.791328523,-0.795263168,-1.005366259,-0.817946652,-1.080608527,-0.60429055,-1.001698426,-1.239065803,-1.089094633,-1.09220672,-1.33272704,-1.500614062,-1.053293229,-0.941095521,-0.807677452,-0.906988481,-1.045438712,-0.546869053,-0.878096817,-0.497846406
ACH-000654,-0.737999352,-0.889752668,-0.619562956,-0.685650717,-0.658408822,-0.842331492,-1.280077847,-1.358729565,-0.868631371,-0.623096619,-0.621190811,-0.811446845,-0.985299079,-0.925996459,-0.751591318,-1.009702704,-1.032689996,-1.24457355,-0.994166171,-0.684272999,-0.952167872,-0.568966951,-0.821248671,-1.080398405,-0.6003077,-0.750660593,-0.809595558,-0.768237563
ACH-000655,-0.329467619,-0.827533798,-0.739056668,-0.943104412,-0.790528488,-0.241494772,-0.535873345,-0.643571281,-0.800233484,-0.734759175,-0.711125508,-0.532691903,-0.823383496,-0.787179498,-0.747722173,-1.243493263,-0.39329084,-1.132482375,-0.888812967,-0.643010606,-0.703830785,-0.463641978,-0.677817724,-0.980528454,-0.921721425,-0.8112897,-0.842074347,-0.669161764
ACH-000657,-0.971373097,-0.609600282,-0.705852756,-0.890114762,-0.77878693,-0.316030556,-0.496021919,-0.523769899,-0.828836918,-0.607577099,-0.864832246,-0.841286464,-0.861448943,-0.808504905,-0.896179185,-0.598428876,-0.127692834,-0.823290617,-0.954606588,-0.903333063,-0.956914198,-0.787613278,-0.839302675,-0.798450814,-0.700293592,-0.788761985,-0.758874996,-0.94573442
ACH-000658,NA,-0.871932446,-0.838217355,-0.741218084,NA,-0.921327939,NA,-0.885810137,NA,NA,-1.199814738,-0.391342804,NA,-0.573948259,NA,NA,NA,NA,NA,-1.463598057,NA,NA,-1.266255208,-1.015015327,-1.550013821,-0.662972293,-0.58266661,-0.88204519
ACH-000661,-0.859254607,-0.813223607,-1.294130879,-0.863196293,-0.896543537,-0.734496465,-1.696640899,-1.364853271,-1.003237852,-1.128524033,-0.939075297,-1.468047443,-0.99260824,-0.980981596,-1.122370323,-1.136442354,-1.058014039,-1.275197484,-1.10354542,-0.513892244,-0.69779551,-1.194173232,-1.014813797,-0.753730197,-0.549305802,-0.950873022,-0.989798915,-0.654152489
ACH-000662,-0.742508866,-0.825834139,-0.499918703,-0.574544232,-1.037931878,-0.884852062,-0.713576003,-0.30894117,-0.875873077,-0.716804049,-1.040913086,-0.474565673,-0.869354488,-1.03483246,-1.017495445,-0.652530047,-0.548129616,-0.881526608,-1.30745258,-1.159838054,-0.828541311,-0.771906931,-0.678329869,-0.357845722,-0.89924787,-0.423598147,-0.803849847,-0.812456784
ACH-000663,-0.993536025,-0.516185302,-0.890189596,-0.781200638,-0.594639966,-0.823248811,-0.059330015,-0.515994236,-0.881321686,-0.532753444,-0.468982374,-0.713091253,-0.99509271,-0.848762827,-0.912831512,-0.779574886,-0.587305543,-0.918493611,-1.075206264,-0.355169461,-0.755622288,-0.818613369,-0.803558554,-0.938144608,-0.303877143,-1.169822218,-1.125288868,-0.989339135
ACH-000665,-0.979064937,-0.649733839,-1.044784475,-0.928490365,-0.768046328,-0.811911669,-0.34928106,-0.770815485,-0.791612092,-1.038188582,-0.790819559,-0.400970269,-0.82853326,-0.965739283,-1.03863104,-0.903534522,-0.771520788,-1.160729656,-1.117465675,-0.6901193,-0.987751697,-0.890345332,-0.781024286,-0.94621563,-0.672060592,-0.847582031,-0.725721062,-0.609311636
ACH-000671,-0.493791264,-0.658590521,-1.011652259,-0.61245053,-0.640699134,-0.429370474,-1.14653348,-0.760464144,-0.693821752,-0.464512301,-0.842109123,-0.620831046,-0.392064332,-0.760339177,-1.003751032,-0.629570235,-0.660445031,-0.834309376,-0.676734297,-0.849566631,-0.847652364,-0.527028705,-1.067134144,-0.979666375,-1.269005835,-0.897982981,-0.868033998,-0.934092026
ACH-000673,NA,-0.591818187,-0.897552211,-0.905706369,NA,-0.347566891,NA,-1.131032164,NA,NA,-0.795398224,-0.358172199,NA,-0.845314582,NA,NA,NA,NA,NA,-0.637115918,NA,NA,-0.698071962,-1.01722252,-0.240135094,-0.834972838,-0.68440911,-1.15288111
ACH-000676,-1.2628293,-0.52688361,-0.971201028,-0.788018994,-0.671331029,-1.165579982,-0.477456396,-0.846497535,-0.736058035,-1.155693666,-0.719194707,-0.54367884,-0.790599481,-0.804828851,-1.085283555,-0.88204299,-1.216775321,-0.924247136,-0.755513197,-0.726670326,-0.862971689,-0.958026658,-0.898193655,-0.787696099,-0.319822617,-0.668307321,-0.821148605,-0.948493936
ACH-000677,-1.079708214,-0.411178712,-0.422781059,-0.219942628,-0.917840234,-0.78509252,-0.620290574,-0.602364261,-0.57843501,-0.15622766,-0.687167852,-0.157358822,-0.429975267,-0.557351316,-0.98598819,-0.762022003,-0.480088002,-1.288339741,-0.887154906,-1.310566802,-0.79607477,-1.138664797,-1.410475544,-0.944631949,-2.446840544,-1.30115654,-0.768265669,-0.676793621
ACH-000681,-1.127165884,-0.651929058,-0.994203071,-0.799376032,-0.905205058,-0.568561836,-0.346674018,-0.522443414,-0.869907844,-0.716007171,-0.979127085,-0.563939386,-1.048549895,-0.82625667,-1.017605437,-0.963541982,-0.78669718,-0.795735493,-0.841044455,-0.643957451,-0.504415514,-0.71662273,-0.51001192,-0.739744459,-0.007612757,-1.234329417,-1.09005233,-0.910139706
ACH-000682,-1.198466054,-0.815392599,-0.642850938,-0.84986115,-0.795939142,-0.906396967,-0.529033793,-0.557688974,-0.722651887,-0.85912894,-0.62804154,-1.16693707,-0.963058053,-0.690426302,-0.996513822,-1.132965225,-0.867013129,-0.913360275,-0.8612124,-0.80819698,-0.969273144,-0.718174907,-0.514638625,-0.841276307,-1.198880198,-0.856958198,-0.569351121,-0.673576459
ACH-000683,-1.827698238,-0.804976943,-0.6364547,-0.792931892,-0.824714777,-0.893837655,-0.611774983,-1.122416242,-0.700964238,-1.07986194,-0.899856638,-0.810087184,-1.544741431,-0.831676215,-1.173490329,-0.682939802,-1.361315215,-1.313917262,-1.073787943,-0.852057903,-1.082045101,-0.889511002,-1.233644513,-0.644373242,-0.965728984,-0.234236222,-0.969464941,-0.702355612
ACH-000684,-1.420439616,-1.000186197,-0.865093438,-0.622830725,-0.773262978,-0.510860567,-0.788718721,-0.789466083,-1.001424955,-0.806139576,-0.657899524,-0.880549972,-1.186499684,-0.858377655,-1.230797591,-1.172423461,0.036382569,-0.537133362,-0.752360493,-0.526157776,-0.865668364,-0.854287379,-0.246701946,-0.82748603,-0.264582853,-0.668790186,-1.130094644,-0.830932834
ACH-000688,-0.81384311,-1.069130666,-0.802035213,-0.735312519,-0.609106495,-0.738993622,-0.727035405,-0.537303568,-0.769916881,-0.781376316,-0.751579469,-0.789735683,-0.705601245,-0.724508331,-0.962920534,-1.117816615,-0.144381706,-1.610411688,-1.470273649,-1.586491202,-1.128693798,-0.595344317,-0.588995018,-1.243516387,-0.692478791,-0.075494571,-0.470597995,-1.02145895
ACH-000693,-1.531794198,-0.877660053,-0.925357238,-0.882205834,-0.692122546,-0.895361874,-0.21598676,-0.634575413,-0.720066407,-0.951899794,-1.007962677,-0.784753211,-0.480316003,-0.977389032,-0.999723042,-0.95523483,-0.471526907,-1.098421182,-1.110013361,-0.789253618,-0.949981561,-0.880039268,-0.521673878,-0.884346152,-1.363768023,-0.895539101,-0.737383641,-0.957089209
ACH-000694,-1.105115443,-0.971861343,-0.592475022,-0.777154513,-0.659943596,-0.633354374,-0.61403927,-0.383913392,-0.70725888,-0.582464071,-0.713116324,-1.166872949,-0.633647917,-0.919632785,-1.079016438,-0.572320453,-0.852590049,-0.835975701,-0.884379238,-0.687426239,-0.728092327,-0.602857182,-0.793882524,-0.595917904,-1.207962297,-0.960597392,-0.763113103,-0.827413296
ACH-000695,NA,-0.750590226,-0.506206693,-0.690334609,NA,-0.545819121,NA,-1.111634253,NA,NA,-0.814755513,-0.556951641,NA,-0.606733515,NA,NA,NA,NA,NA,-0.884821771,NA,NA,-0.623452162,-1.074099535,-0.359701245,-0.817657868,-0.929245028,-1.014690421
ACH-000696,-0.809626951,-0.691873548,-0.664577835,-0.655784379,-0.767114181,-0.984799694,-0.553591708,-0.394603769,-0.790994316,-0.965980107,-0.700969991,-0.543334709,-1.125837987,-0.800404553,-1.086107263,-0.965666056,-0.486269437,-1.174855995,-0.9269921,-0.734718466,-0.916455709,-0.817080275,-0.671218526,-0.771732995,-0.170474192,-0.739472222,-0.790939517,-0.602545394
ACH-000697,-0.934775784,-0.588973057,-0.777026857,-0.836662452,-0.771780027,-0.636395253,-1.007879341,-0.699533086,-0.707706559,-0.789633273,-0.388722541,-0.98154615,-0.924245488,-0.970682469,-0.398350215,-0.588827732,-0.792062819,-1.087720221,-0.930154248,-0.696117158,-0.921167319,-0.645416024,-0.846831958,-0.803250421,-1.207470205,-0.839767031,-0.978828349,-0.741064974
ACH-000699,-0.738613119,-0.893549778,-0.758725852,-1.190555706,-0.909767291,-0.693046152,-0.467589178,-0.816975355,-0.839275691,-1.460628818,-0.65959614,-0.895052415,-1.490469852,-0.994979449,-0.810927624,-0.866566025,-0.597769394,-1.455571149,-1.360033648,-0.81661235,-0.961587605,-0.835409809,-0.507163704,-0.936744176,-1.019456559,-0.318136341,-0.537044476,-0.639939942
ACH-000700,-0.772397309,-0.235786352,-0.280850607,-0.578291428,-0.513840534,-1.203272878,-0.992761667,-0.370440441,-0.766022631,-0.622923691,-0.113155407,-0.367465734,-0.573634736,-0.580841454,-0.933611639,-1.040545999,-0.583773337,-0.617934364,-0.962158675,-0.771446828,-0.400818961,-0.429822778,-1.245984562,-0.640428042,-0.421618134,-0.493771498,-0.758732721,-0.427461018
ACH-000701,-1.265113766,-0.707560486,-0.502723883,-0.704574835,-0.735452235,-0.78350085,-1.451635861,-0.482727979,-0.673985148,-0.736016072,-0.595598336,-1.029979047,-0.783866003,-0.858512304,-1.04747689,-0.844559513,-0.619018554,-1.615933163,-0.92190538,-0.813427188,-0.682734245,-0.550930926,-0.412399684,-0.90921727,-0.867206234,-1.030663283,-0.791893304,-0.55083536
ACH-000702,-0.190662494,-0.902969359,-0.865412481,-1.038120271,-0.848711896,-0.468601437,-1.526419444,-1.805304238,-0.884635532,-0.758721313,-0.595189872,-0.217876175,-0.617653924,-0.656896076,-0.879117919,-1.114842988,-0.943255592,-1.137240081,-0.815575731,-0.957171662,-0.684921418,-0.790002347,-0.952481044,-0.674045566,-0.224421541,-0.696649953,-0.999838007,-1.168802313
ACH-000706,-0.884482026,-0.804623202,-0.802050553,-0.776042875,-0.736948737,-0.509910942,-1.340425823,-0.587957921,-0.751366346,-0.700565282,-0.763044938,-0.760326371,-0.733678269,-0.719594992,-0.924827632,-0.953647358,-0.450201503,-0.852514254,-0.747964066,-0.809134069,-0.730530771,-0.748750595,-0.933671306,-0.506466998,-0.273422135,-0.97946499,-1.16563386,-1.321595011
ACH-000711,-0.570901432,-0.939029581,-0.689698257,-0.695804064,-0.716834312,-1.34369848,-0.39519632,-0.810952838,-0.645362602,-0.952365766,-0.997697856,-0.692734656,-0.391245072,-0.709730945,-0.800992789,-1.30387405,-0.791123889,-0.785376504,-0.82681745,-0.991726723,-0.977649057,-0.617675054,-0.950205082,-0.78610735,-1.108299438,-0.913760305,-0.600578441,-0.759323997
ACH-000713,-0.98099943,-0.788936007,-0.955613505,-0.887951876,-0.512404004,-1.206114023,-0.180871798,-1.34581547,-0.894588554,-1.218931217,-0.854559601,-0.824578292,-0.277665183,-0.754734762,-1.111778339,-0.684878577,-0.706297614,-0.922595104,-0.768977724,-0.671107137,-0.933980861,-0.754986181,-0.974994017,-0.687647711,-0.007373832,-0.589740924,-0.892681005,-1.005584236
ACH-000714,-0.65026229,-0.760272948,-0.520559222,-0.754336455,-0.727177951,-0.86137905,-0.596978209,-0.5101653,-0.832116428,-0.330567258,-0.773084157,-0.756181845,-0.999114031,-0.754848083,-0.905483767,-0.641616937,-0.932530762,-1.06102248,-0.74466031,-1.036625783,-0.904461608,-0.639339153,-1.183256461,-1.001018452,-1.212265234,-0.586400516,-0.558272875,-0.764391776
ACH-000718,-0.63913636,-0.769861249,-0.704580259,-1.063113252,-0.694944559,-1.381196218,-0.656445743,-0.739165742,-0.895076725,-0.910187203,-0.985531076,-0.824539123,-0.641749914,-0.640809512,-0.834197968,-1.249352973,-0.948348703,-0.772904222,-1.091616923,-1.055570298,-1.082004169,-0.661652521,-0.773893581,-0.681876837,-0.346579727,-0.525939333,-0.679241074,-0.827203323
ACH-000720,-1.028110965,-0.66088542,-0.785118383,-0.83876582,-0.734038283,-0.407038176,-1.18696499,-0.660447874,-0.816000767,-0.674101562,-0.935869124,-0.866180531,-0.700789788,-0.814322991,-0.842229844,-0.610019942,-0.803950207,-0.872704539,-0.916368698,-0.662990048,-0.917473956,-0.901418606,-0.988614786,-0.489357554,-0.164502375,-0.813805531,-0.770753298,-0.820224446
ACH-000721,-1.193920147,-0.806832296,-0.66408346,-0.462167445,-0.422765459,-1.25071095,-1.060600789,-0.614551356,-0.684487702,-0.904058121,-0.747647398,-0.61063756,-1.101449519,-0.760322384,-1.034119995,-0.484806353,-0.914593126,-0.68333408,-1.048154841,-0.936070494,-1.013886379,-0.905829321,-0.92917021,-0.712180766,-0.692446155,-0.650886526,-0.546192312,-0.557653258
ACH-000724,-0.727216357,-0.341529165,-0.481165003,-1.152709421,-0.732194999,-0.779223086,-1.73693112,-0.735673407,-0.913753911,-0.628423894,-0.771299896,-1.326550113,-0.723316955,-0.558643513,-0.717526911,-0.604847445,-0.515047488,-0.895206317,-1.233113315,-0.721188141,-0.663973673,-0.358476117,-1.13566402,-1.091621143,-1.068719811,-0.827609613,-0.627580436,-0.988881308
ACH-000725,-0.572679176,-1.029339605,-1.029961645,-1.168972395,-1.209873017,-0.78969442,-0.664541862,-0.918765446,-0.634641213,-0.719372937,-0.976321673,-0.583543845,-1.007203364,-1.029313811,-0.568285792,-1.563741735,-1.418807544,-1.18481412,-1.829666614,-1.40592627,-1.577918843,-0.616847301,-1.404007951,-1.056827788,-0.755664159,-0.956047102,-0.522285003,-0.791514333
ACH-000732,-1.12945057,-0.546105934,-0.823782057,-0.947139364,-0.586694445,-0.5245876,-0.193720485,-0.589191398,-0.752122597,-0.864803248,-0.37843541,-0.560243865,-0.924403589,-0.616346924,-0.817036973,-1.012346228,-0.763109949,-0.948978018,-0.949410589,-0.713274527,-0.816009836,-0.523394207,-0.802181536,-0.973401351,-1.059848332,-0.767229515,-0.858210716,-0.676154665
ACH-000734,-1.507912653,-0.970675003,-0.477853439,-0.514082235,-0.729365598,-0.929414905,-1.160692321,-1.168389839,-0.758231282,-0.865001444,-0.799048673,-0.776650825,-0.873239034,-0.960978877,-1.199579388,-0.674766299,-1.028258318,-1.061083762,-0.957652517,-0.97953486,-0.975147952,-0.667034421,-1.340750253,-0.465527718,-1.399820214,-0.967981483,-0.672305124,-0.619192074
ACH-000735,-0.341528666,-0.744909777,-0.872250221,-0.808395311,-0.70006116,-1.482641592,-0.50187946,-0.755788879,-0.808198554,-0.766247011,-0.788489244,-1.158558238,-1.300589782,-0.9593677,-0.819866132,-1.343688239,-0.782341713,-0.791557351,-1.243665449,-0.728318723,-0.903555713,-0.779449067,-0.654963658,-0.858088969,-0.931791098,-0.862841314,-0.635820771,-0.436209132
ACH-000736,-0.832805665,-0.891317585,-0.730037137,-0.676973865,-0.882432004,-0.819517778,-1.01849865,-1.104825755,-0.761499033,-0.979867384,-0.60487563,-0.881220765,-0.767535477,-0.775116686,-0.914387843,-0.880326646,-0.854790479,-0.855706516,-1.205623304,-0.812898163,-0.817172956,-0.721848804,-0.901117499,-0.984095044,-1.286694865,-0.392785617,-1.204399991,-1.192869084
ACH-000738,NA,-0.546190879,-1.235560653,-0.959174651,NA,-0.260728903,NA,-0.456931849,NA,NA,-0.885880634,-0.48592958,NA,-0.835662208,NA,NA,NA,NA,NA,-0.764262937,NA,NA,-0.233056821,-0.487365404,-0.266316659,-0.678773459,-0.629083329,-0.682113338
ACH-000739,NA,-0.917617599,-1.059184564,-0.965372207,NA,-0.431282683,NA,-1.054186463,NA,NA,-0.739090626,-0.670345025,NA,-0.73769844,NA,NA,NA,NA,NA,-0.755887312,NA,NA,-0.914503998,-0.841757355,-1.086733305,-0.887650857,-0.876284215,-1.141437708
ACH-000740,-0.801110821,-0.636425369,-0.656069438,-0.69500062,-0.558567284,-0.495232201,-0.489793846,-0.841143376,-0.822009184,-0.970099347,-0.612892554,-0.744781687,-0.743461234,-1.103947999,-1.272358666,-0.816884702,-0.853750994,-1.108061272,-0.840984007,-0.957835193,-0.928694292,-0.861766868,-0.653168746,-1.055512266,-1.222876997,-1.010994748,-0.907495753,-0.874841329
ACH-000746,-1.021820653,-0.798676958,-0.814666201,-0.703131613,-0.598994587,-0.905568682,-0.95659748,-0.791587175,-0.740185388,-1.003498886,-0.952852097,-0.688324077,-0.232706539,-0.852673924,-0.622795147,-0.54630845,-1.227186917,-0.763664734,-0.967317847,-0.878503012,-0.868294229,-0.415517972,-1.236904784,-0.712734983,-1.418078887,-0.833514877,-0.746596666,-0.975347976
